molecular weight,molecular formula,strength
322.051111,C15H14O6S1,3182730.0
322.054482,C12H18O6S2,2640013.0
322.072241,C12H18O8S1,4191384.0
322.087496,C16H18O5S1,2034850.0
322.090867,C13H22O5S2,4293797.0
322.127252,C14H26O4S2,7755965.0
322.1450110000001,C14H26O6S1,6467784.0
322.160266,C18H26O3S1,3739858.0
322.2177810000001,C16H34O4S1,4871415.999999999
323.979603,C10H12O6S3,1498503.0
323.997362,C10H12O8S2,1960851.0
324.030376,C14H12O7S1,3976617.0
324.033747,C11H16O7S2,1599915.0
324.052373,C12H20O4S3,1690552.0
324.066761,C15H16O6S1,3931586.0
324.070132,C12H20O6S2,3129796.0
324.103146,C16H20O5S1,4832730.000000001
324.139531,C17H24O4S1,2372082.0
324.175916,C18H28O3S1,10149386.0
326.009641,C13H10O8S1,1905884.0
326.046026,C14H14O7S1,5513973.0
326.082411,C15H18O6S1,5362445.999999999
326.085782,C12H22O6S2,1308944.0
326.103541,C12H22O8S1,2752284.0
326.118796,C16H22O5S1,35005224.0
326.1399260000001,C13H26O7S1,2094389.0
326.155181,C17H26O4S1,13689663.0
326.191566,C18H30O3S1,99951448.0
328.007532,C13H12O6S2,1276465.0
328.010903,C10H16O6S3,2315827.0
328.025291,C13H12O8S1,4316221.0
328.061676,C14H16O7S1,10070102.0
328.098061,C15H20O6S1,9814127.0
328.134446,C16H24O5S1,52766856.0
328.170831,C17H28O4S1,9920673.0
328.207216,C18H32O3S1,1437370.0
329.986797,C12H10O7S2,2286478.0
329.990168,C9H14O7S3,1690512.0
330.004556,C12H10O9S1,2105754.0
330.023182,C13H14O6S2,1929127.0
330.026553,C10H18O6S3,5652906.0
330.040941,C13H14O8S1,10208692.0
330.077326,C14H18O7S1,23203278.0
330.113711,C15H22O6S1,15166951.0
330.150096,C16H26O5S1,8095232.0
330.186481,C17H30O4S1,2221082.0
332.005818,C9H16O7S3,6859548.0
332.020206,C12H12O9S1,3117863.0
332.0354610000001,C16H12O6S1,1853233.0
332.038832,C13H16O6S2,2196276.0
332.042203,C10H20O6S3,2962230.0
332.056591,C13H16O8S1,7682881.0
332.092976,C14H20O7S1,6314842.0
332.165746,C16H28O5S1,6706062.0
332.202131,C17H32O4S1,2415528.0
333.985083,C8H14O8S3,1654949.0
334.014726,C15H10O7S1,4899002.000000001
334.018097,C12H14O7S2,2585276.0
334.0358560000001,C12H14O9S1,2425033.0
334.051111,C16H14O6S1,2324692.0
334.054482,C13H18O6S2,2126039.0
334.072241,C13H18O8S1,5282020.0
334.087496,C17H18O5S1,2503406.0
334.108626,C14H22O7S1,5881086.0
336.030376,C15H12O7S1,2830451.0
336.033747,C12H16O7S2,3102326.0
336.051506,C12H16O9S1,2438787.0
336.066761,C16H16O6S1,3050126.0
336.070132,C13H20O6S2,2392208.0
336.103146,C17H20O5S1,1902249.0
336.106517,C14H24O5S2,5058219.000000001
336.160661,C15H28O6S1,2459347.0
336.175916,C19H28O3S1,2702046.0
338.009641,C14H10O8S1,2047529.0
338.013012,C11H14O8S2,1348395.0
338.046026,C15H14O7S1,4005956.0
338.049397,C12H18O7S2,1932870.0
338.0671560000001,C12H18O9S1,2603091.0
338.082411,C16H18O6S1,2792543.0
338.085782,C13H22O6S2,1919073.0
338.118796,C17H22O5S1,4600954.0
338.122167,C14H26O5S2,2228348.0
338.155181,C18H26O4S1,3512469.0
338.1915660000001,C19H30O3S1,5801136.0
338.2126960000001,C16H34O5S1,16987328.0
340.025291,C14H12O8S1,2838032.0
340.047288,C12H20O5S3,1617953.0
340.061676,C15H16O7S1,5238315.999999999
340.065047,C12H20O7S2,1425966.0
340.098061,C16H20O6S1,3513927.0
340.119191,C13H24O8S1,1388375.0
340.134446,C17H24O5S1,22956642.0
340.155576,C14H28O7S1,1697395.0
340.170831,C18H28O4S1,15612542.0
340.207216,C19H32O3S1,95799960.0
341.990168,C10H14O7S3,1745897.0
342.005423,C14H14O4S3,1531380.0
342.040941,C14H14O8S1,6582288.0
342.077326,C15H18O7S1,9037867.0
342.113711,C16H22O6S1,8632391.0
342.150096,C17H26O5S1,79433824.0
342.186481,C18H30O4S1,14094463.0
344.005818,C10H16O7S3,3633664.0
344.020206,C13H12O9S1,2513419.0
344.042203,C11H20O6S3,2384924.0
344.056591,C14H16O8S1,8203815.0
344.092976,C15H20O7S1,22197828.0
344.108231,C19H20O4S1,2477647.0
344.129361,C16H24O6S1,11703904.0
344.165746,C17H28O5S1,6139516.0
344.202131,C18H32O4S1,16164505.0
345.999471,C12H10O10S1,1345310.0
346.018097,C13H14O7S2,1828396.0
346.021468,C10H18O7S3,4687919.0
346.0358560000001,C13H14O9S1,9894970.0
346.051111,C17H14O6S1,1707591.0
346.054482,C14H18O6S2,2047561.0
346.057853,C11H22O6S3,2073676.0
346.072241,C14H18O8S1,7711832.0
346.1450110000001,C16H26O6S1,4872337.000000001
346.1813959999999,C17H30O5S1,5459118.0
346.2177810000001,C18H34O4S1,8877258.999999998
348.000733,C9H16O8S3,1507930.0
348.030376,C16H12O7S1,1822834.0
348.033747,C13H16O7S2,1941621.0
348.037118,C10H20O7S3,1458808.0
